,index_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Sample Type III_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,index_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Sample Type III_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
471,5382.0,,,1/21/10,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-77.56,,-11.76,,,,,,,,,,0.0,2010-01-21 12:10:00,5159.0,,,11:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-72.8,,-11.4,,,,,,,,,,0.0,2010-01-21 11:35:00,0 days 00:17:30.000000000,2010-01-21 12:27:30,-75.18,-11.58,2525.4965999999104,877.0366000000071,892.6830000000073,2010.0,2010.0,54.203599999996186,-50.283265561464404,-7.828848920863374
473,5383.0,,,1/23/10,8:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-79.62,,-12.0,,,,,,,,,,0.0,2010-01-23 08:00:00,5160.0,,,7:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-78.3,,-11.75,,,,,,,,,,0.0,2010-01-23 07:40:00,0 days 00:10:00.000000000,2010-01-23 08:10:00,-78.96000000000001,-11.875,2553.9953999999043,905.5354000000079,921.1818000000081,2010.0,2010.0,28.498799999993935,-51.169906032131344,-7.953949681721779
781,,,,1/26/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-26 14:15:00,5161.0,,,14:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-75.6,,-10.9,,,,,,,,,,0.0,2010-01-26 14:15:00,0 days 00:00:00.000000000,2010-01-26 14:15:00,-75.6,-10.9,2657.932199999894,1009.4722000000102,1025.1186000000098,2010.0,2010.0,103.93679999998949,-53.64552438027815,-8.252487060746425
783,,,,1/30/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-01-30 12:10:00,5162.0,,,12:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-48.21,,-7.62,,,,,,,,,,0.0,2010-01-30 12:10:00,0 days 00:00:00.000000000,2010-01-30 12:10:00,-48.21,-7.62,2671.9021999998918,1023.4422000000105,1039.088600000008,2010.0,2010.0,13.969999999997981,-53.572485890889844,-8.24398817522175
475,5384.0,,,2/1/10,16:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-72.73,,-9.65,,,,,,,,,,0.0,2010-02-01 16:10:00,5163.0,,,16:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-68.1,,-9.48,,,,,,,,,,0.0,2010-02-01 16:00:00,0 days 00:05:00.000000000,2010-02-01 16:15:00,-70.41499999999999,-9.565000000000001,2686.1515999998896,1037.6916000000087,1053.338000000006,2010.0,2010.0,14.249399999997877,-53.80020811240749,-8.261849151643725
660,6051.0,,20100203 A32-1 1130,2/3/10,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-40.1,GB 452,-11.71,,,,,,,,,,0.0,2010-02-03 11:30:00,5164.0,,,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-37.1,,-6.34,,,,,,,,,,0.0,2010-02-03 11:45:00,-1 days +23:52:30.000000000,2010-02-03 11:22:30,-38.6,-9.025,2703.7537999998876,1055.2938000000063,1070.9402000000036,2010.0,2010.0,17.602199999997993,-53.550504563233645,-8.27438591916561
661,6052.0,,20100204 A33-1 1115,2/4/10,11:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-39.1,GB 452,-5.57,,,,,,,,,,0.0,2010-02-04 11:15:00,5165.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-28.6,,-4.87,,,,,,,,,,0.0,2010-02-04 11:30:00,-1 days +23:52:30.000000000,2010-02-04 11:07:30,-33.85,-5.220000000000001,2707.3859999998867,1058.9260000000056,1074.572400000003,2010.0,2010.0,3.632199999999102,-53.483948804574084,-8.264067047817079
477,5385.0,,,2/5/10,12:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-62.53,,-9.01,,,,,,,,,,0.0,2010-02-05 12:20:00,5166.0,,,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-59.3,,-8.6,,,,,,,,,,0.0,2010-02-05 12:40:00,-1 days +23:50:00.000000000,2010-02-05 12:10:00,-60.915,-8.805,2741.1933999998837,1092.7334000000042,1108.3798000000015,2010.0,2010.0,33.80739999999696,-53.71049382716077,-8.280558075081915
483,5387.0,,,2/11/10,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-73.18,,-10.08,,,,,,,,,,0.0,2010-02-11 10:30:00,5168.0,,,10:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-70.9,,-9.85,,,,,,,,,,0.0,2010-02-11 10:10:00,0 days 00:10:00.000000000,2010-02-11 10:40:00,-72.04,-9.965,2765.2217999998784,1116.7617999999995,1132.408199999997,2010.0,2010.0,24.02839999999469,-54.099233045622896,-8.31628236744762
484,5388.0,,,2/15/10,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-19.84,,-4.17,,,,,,,,,,0.0,2010-02-15 10:30:00,5169.0,,,10:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-21.7,,-4.31,,,,,,,,,,0.0,2010-02-15 10:50:00,-1 days +23:50:00.000000000,2010-02-15 10:20:00,-20.77,-4.24,2775.280199999876,1126.820199999998,1142.4665999999954,2010.0,2010.0,10.058399999997619,-53.80594231239331,-8.280411879736036
662,6054.0,,20100224 A38-1 1000,2/24/10,10:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-87.2,GB 452,-12.17,,,,,,,,,,0.0,2010-02-24 10:00:00,5170.0,,,10:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-81.48,,-11.19,,,,,,,,,,0.0,2010-02-24 10:20:00,-1 days +23:50:00.000000000,2010-02-24 09:50:00,-84.34,-11.68,2812.1609999998705,1163.700999999995,1179.3473999999924,2010.0,2010.0,36.88079999999445,-54.76035756571177,-8.386674165285363
485,5389.0,,,2/28/10,13:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-58.03,,-8.31,,,,,,,,,,0.0,2010-02-28 13:25:00,5171.0,,,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-56.9,,-8.1,,,,,,,,,,0.0,2010-02-28 13:00:00,0 days 00:12:30.000000000,2010-02-28 13:37:30,-57.465,-8.205,2885.3637999998687,1236.9037999999928,1252.5501999999901,2010.0,2010.0,73.2027999999982,-54.91835451505035,-8.376061315496118
487,5390.0,,,3/2/10,12:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-82.56,,-12.0,,,,,,,,,,0.0,2010-03-02 12:25:00,6058.0,,20100302 C40-1 1300,13:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-77.6,GB 452,-11.33,,,,,,,,,,0.0,2010-03-02 13:00:00,-1 days +23:42:30.000000000,2010-03-02 12:07:30,-80.08,-11.665,2912.744999999866,1264.284999999992,1279.9313999999893,2010.0,2010.0,27.381199999997534,-55.456395374209215,-8.446389919266874
804,,,,3/4/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-04 08:35:00,6059.0,,20100304 C41-1 0835,8:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-52.4,GB 452,-8.38,,,,,,,,,,0.0,2010-03-04 08:35:00,0 days 00:00:00.000000000,2010-03-04 08:35:00,-52.4,-8.38,2940.405599999866,1291.9455999999907,1307.591999999988,2010.0,2010.0,27.660599999999704,-55.39176847501084,-8.444986117044017
489,5391.0,,,3/10/10,12:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-43.72,,-7.81,,,,,,,,,,0.0,2010-03-10 12:05:00,6060.0,,20100310 C42-1 1220,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-40.7,GB 452,-11.65,,,,,,,,,,0.0,2010-03-10 12:20:00,-1 days +23:52:30.000000000,2010-03-10 11:57:30,-42.21,-9.73,2963.8751999998626,1315.4151999999883,1331.0615999999857,2010.0,2010.0,23.469599999996717,-55.15944187998339,-8.467634284515336
664,6061.0,,20100313 A43-1 1440,3/13/10,14:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-56.4,GB 452,-8.38,,,,,,,,,,0.0,2010-03-13 14:40:00,5172.0,,,15:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-53.68,,-7.99,,,,,,,,,,0.0,2010-03-13 15:00:00,-1 days +23:50:00.000000000,2010-03-13 14:30:00,-55.04,-8.185,3027.2989999998576,1378.8389999999847,1394.485399999982,2010.0,2010.0,63.423799999995026,-55.154011616262935,-8.454784698578026
491,5393.0,,,3/25/10,11:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.0,,-6.11,,,,,,,,,,0.0,2010-03-25 11:10:00,5173.0,,,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.8,,-6.0,,,,,,,,,,0.0,2010-03-25 11:20:00,-1 days +23:55:00.000000000,2010-03-25 11:05:00,-39.4,-6.055,3056.635999999854,1408.1759999999817,1423.822399999979,2010.0,2010.0,29.33699999999635,-54.82953707336228,-8.405357983522968
494,5394.0,,,3/26/10,11:50,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-46.34,,-7.39,,,,,,,,,,0.0,2010-03-26 11:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-26 11:50:00,0 days 00:00:00.000000000,2010-03-26 11:50:00,-46.34,-7.39,3064.7385999998514,1416.2785999999808,1431.9249999999781,2010.0,2010.0,8.102599999997437,-54.78151745660249,-8.399614784474371
495,5395.0,,,3/29/10,13:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-10.25,,-2.65,,,,,,,,,,0.0,2010-03-29 13:40:00,5175.0,,,13:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-9.7,,-2.7,,,,,,,,,,0.0,2010-03-29 13:20:00,0 days 00:10:00.000000000,2010-03-29 13:50:00,-9.975,-2.675,3107.486799999845,1459.0267999999778,1474.6731999999752,2010.0,2010.0,42.74819999999363,-53.48314678030329,-8.23373106060609
497,5396.0,,,3/30/10,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-12.65,,-3.09,,,,,,,,,,0.0,2010-03-30 13:00:00,5176.0,,,12:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-8.6,,-2.6,,,,,,,,,,0.0,2010-03-30 12:40:00,0 days 00:10:00.000000000,2010-03-30 13:10:00,-10.625,-2.8449999999999998,3142.970599999842,1494.5105999999748,1510.1569999999722,2010.0,2010.0,35.48379999999679,-52.47649158498268,-8.107160162752017
499,5397.0,,,4/2/10,15:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-41.52,,-6.65,,,,,,,,,,0.0,2010-04-02 15:00:00,5177.0,,,14:40,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-37.6,,-6.3,,,,,,,,,,0.0,2010-04-02 14:40:00,0 days 00:10:00.000000000,2010-04-02 15:10:00,-39.56,-6.475,3215.614599999839,1567.1545999999717,1582.800999999969,2010.0,2010.0,72.64399999999705,-51.88388741838737,-8.032277218987142
666,6067.0,,20100404 A49-1+SNOWMELT 1240,4/4/10,12:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-82.5,GB 452,-11.06,,,,,,,,,,0.0,2010-04-04 12:40:00,5178.0,,,13:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-76.8,,-11.49,,,,,,,,,,0.0,2010-04-04 13:05:00,-1 days +23:47:30.000000000,2010-04-04 12:27:30,-79.65,-11.275,3247.466199999838,1599.006199999971,1614.6525999999683,2010.0,2010.0,31.851599999999053,-52.431428818543765,-8.096222971804213
668,6069.0,,20100407 A50-1 1130 +SNOWMELT,4/7/10,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-89.9,GB 452,-13.36,,,,,,,,,,0.0,2010-04-07 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-07 11:30:00,0 days 00:00:00.000000000,2010-04-07 11:30:00,-89.9,-13.36,3275.685599999836,1627.2255999999697,1642.871999999967,2010.0,2010.0,28.21939999999813,-53.07480278816755,-8.186607446446816
669,6070.0,,20100411 A51-1 1455,4/11/10,14:55,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,,,,,HD302,-84.7,GB 452,-11.66,,,,,,,,,,0.0,2010-04-11 14:55:00,5179.0,,,14:35,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-81.7,,-11.62,,,,,,,,,,0.0,2010-04-11 14:35:00,0 days 00:10:00.000000000,2010-04-11 15:05:00,-83.2,-11.64,3312.0075999998326,1663.5475999999678,1679.1939999999652,2010.0,2010.0,36.32199999999648,-53.72621257485055,-8.261281603459773
501,5398.0,,,4/12/10,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-84.1,,-11.71,,,,,,,,,,0.0,2010-04-12 13:10:00,5180.0,,,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-80.4,,-11.65,,,,,,,,,,0.0,2010-04-12 13:30:00,-1 days +23:50:00.000000000,2010-04-12 13:00:00,-82.25,-11.68,3356.43219999983,1707.972199999966,1723.6185999999634,2010.0,2010.0,44.424599999997554,-54.461147301896226,-8.349367201426054
503,5399.0,,,4/13/10,11:05,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-41.72,,-6.74,,,,,,,,,,0.0,2010-04-13 11:05:00,5181.0,,,11:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.7,,-6.46,,,,,,,,,,0.0,2010-04-13 11:25:00,-1 days +23:50:00.000000000,2010-04-13 10:55:00,-40.21,-6.6,3357.27039999983,1708.8103999999657,1724.456799999963,2010.0,2010.0,0.8381999999996879,-54.45422254616159,-8.3485171687723
504,5400.0,,,4/20/10,12:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-63.09,,-9.1,,,,,,,,,,0.0,2010-04-20 12:10:00,5182.0,,,12:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-59.6,,-8.6,,,,,,,,,,0.0,2010-04-20 12:20:00,-1 days +23:55:00.000000000,2010-04-20 12:05:00,-61.345,-8.85,3387.7249999998267,1739.2649999999633,1754.9113999999606,2010.0,2010.0,30.454599999996844,-54.573766512812604,-8.357217093745055
505,5401.0,,,4/27/10,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-34.1,,-4.88,,,,,,,,,,0.0,2010-04-27 12:30:00,5183.0,,,12:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-31.8,,-4.63,,,,,,,,,,0.0,2010-04-27 12:55:00,-1 days +23:47:30.000000000,2010-04-27 12:17:30,-32.95,-4.755,3509.2639999998237,1860.8039999999612,1876.4503999999586,2010.0,2010.0,121.53899999999703,-53.17359705269442,-8.123968442988998
506,5402.0,,,4/28/10,11:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-49.05,,-8.29,,,,,,,,,,0.0,2010-04-28 11:25:00,5184.0,,,11:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-42.5,,-7.33,,,,,,,,,,0.0,2010-04-28 11:45:00,-1 days +23:50:00.000000000,2010-04-28 11:15:00,-45.775,-7.81,3541.3949999998213,1892.93499999996,1908.5813999999573,2010.0,2010.0,32.130999999997584,-53.04907800380523,-8.1186843260647
507,5403.0,,,5/10/10,11:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-56.76,,-8.53,,,,,,,,,,0.0,2010-05-10 11:35:00,5185.0,,,11:55,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-53.9,,-8.05,,,,,,,,,,0.0,2010-05-10 11:55:00,-1 days +23:50:00.000000000,2010-05-10 11:25:00,-55.33,-8.29,3589.172399999818,1940.7123999999578,1956.3587999999552,2010.0,2010.0,47.77739999999676,-53.104765848086956,-8.122866933181053
