,Unnamed: 0,x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel,height,tree_elev,xproj,yproj,D,elev_of_gnd_at_proj,bareearth
66155,6548525,556629.73,4333277.33,205.94,1,422097.523911,-12.0,75,1,1,2053,0,0,2,0,0,0,,,556629.7836577866,4333277.734640953,-0.6036965965117773,175.9497986,206.03819274902344
87744,8189617,556629.88,4333278.48,206.14,2,426736.130897,10.002,72,1,1,2082,0,0,2,0,0,0,,,556629.7812041224,4333277.734966323,-0.6012214532733676,175.9497986,206.03819274902344
54617,5330947,556629.69,4333277.07,205.89,2,415939.389841,-1.998,72,1,1,2027,0,0,2,0,0,0,,,556629.7782307569,4333277.735360609,-0.5982220594307962,175.9497986,206.03819274902344
10038,1204391,556629.77,4333277.81,205.99,2,415938.709698,-3.0,92,1,1,1025,0,0,1,0,0,0,,,556629.7604156417,4333277.7377229985,-0.5802509933764304,175.9497986,206.03819274902344
523,440108,556629.74,4333277.62,205.92,2,409916.714614,13.998,65,1,1,1015,0,1,1,0,0,0,,,556629.7556937973,4333277.738349143,-0.5754878146043856,175.9497986,206.03819274902344
18629,1540698,556629.79,4333278.33,206.1,2,417838.704023,-15.0,75,1,1,1032,0,1,1,0,0,0,,,556629.7123065288,4333277.7441025525,-0.5317207404852174,175.9497986,205.8875732421875
80623,7682906,556629.79,4333278.5,206.13,2,425471.2974,7.002000000000002,64,1,1,2073,0,1,2,0,0,0,,,556629.6901530757,4333277.747040231,-0.5093733593922692,175.9497986,205.8875732421875
108155,10382527,556629.63,4333277.38,205.91,1,422096.296595,-13.002,28,1,1,3051,0,1,3,0,0,0,,,556629.6788701116,4333277.748536419,-0.4979916259525555,175.9497986,205.8875732421875
54618,5330948,556629.61,4333277.36,205.89,1,415939.389849,-1.998,75,1,1,2027,0,0,2,0,0,0,,,556629.6618220095,4333277.7507970985,-0.4807942872426872,175.9497986,205.9488983154297
10039,1204392,556629.69,4333278.1,206.01,2,415938.709706,-3.0,91,1,1,1025,0,0,1,0,0,0,,,556629.6440068941,4333277.753159489,-0.4628232210729164,175.9497986,205.9488983154297
22749,2377745,556629.63,4333277.67,205.94,2,422096.897105,-13.002,72,1,1,1051,0,1,1,0,0,0,,,556629.641078927,4333277.753547754,-0.459869622890039,175.9497986,205.9488983154297
74195,7044063,556629.57,4333277.23,205.89,2,423534.0028,-4.998,56,1,1,2062,0,1,2,0,0,0,,,556629.6394541039,4333277.753763215,-0.4582305763919472,175.9497986,205.9488983154297
522,440107,556629.66,4333277.94,205.97,2,409916.714606,13.998,71,1,1,1015,0,1,1,0,0,0,,,556629.6353756168,4333277.754304047,-0.4541163868932778,175.9497986,205.9488983154297
116294,11276819,556629.58,4333277.36,205.87,2,425470.096046,6.0,26,1,1,3071,0,1,3,0,0,0,,,556629.6323404234,4333277.754706531,-0.4510546237773131,175.9497986,205.9488983154297
33537,3442889,556629.71,4333278.37,206.08,2,425470.736939,6.0,74,1,1,1071,0,1,1,0,0,0,,,556629.6284763888,4333277.755218925,-0.4471567639210304,175.9497986,205.9488983154297
29918,2843428,556629.68,4333278.2,206.05,2,423533.241792,-6.0,73,1,1,1060,0,1,1,0,0,0,,,556629.6211482559,4333277.756190679,-0.4397644816640096,175.9497986,205.9488983154297
114016,10793623,556629.61,4333277.71,205.95,2,423532.560737,-6.0,27,1,1,3060,0,1,3,0,0,0,,,556629.616211959,4333277.756845261,-0.43478497325660026,175.9497986,205.9488983154297
116745,11277942,556629.67,4333278.29,206.05,2,425470.1114300001,6.0,23,1,1,3071,0,0,3,0,0,0,,,556629.5995927618,4333277.759049065,-0.41802029406231556,175.9497986,205.9488983154297
40279,3933211,556629.48,4333276.95,205.83,2,426735.398299,10.002,75,1,1,1080,0,1,1,0,0,0,,,556629.5874973863,4333277.760652984,-0.4058190373735559,175.9497986,205.9488983154297
97491,8995191,556629.48,4333277.05,205.84,2,415211.241213,1.998,27,1,1,3022,0,1,3,0,0,0,,,556629.5744659433,4333277.76238103,-0.39267351912679593,175.9497986,205.9488983154297
73560,7042351,556629.64,4333278.32,206.02,2,423533.985168,-4.998,70,1,1,2062,0,0,2,0,0,0,,,556629.5662017427,4333277.763476912,-0.38433697507394265,175.9497986,205.9488983154297
66254,6549651,556629.61,4333278.28,206.03,1,422097.537464,-12.0,74,1,1,2053,0,1,2,0,0,0,,,556629.541932734,4333277.766695126,-0.35985551893175793,175.9497986,205.9488983154297
54619,5330949,556629.52,4333277.65,205.9,2,415939.389857,-1.998,77,1,1,2027,0,0,2,0,0,0,,,556629.5355860667,4333277.767536731,-0.35345329389945357,175.9497986,205.9488983154297
10040,1204393,556629.61,4333278.38,206.01,2,415938.709714,-3.0,84,1,1,1025,0,0,1,0,0,0,,,556629.528901291,4333277.768423173,-0.346710000684998,175.9497986,205.9488983154297
521,440106,556629.59,4333278.25,205.99,2,409916.714598,13.998,77,1,1,1015,0,1,1,0,0,0,,,556629.5261877761,4333277.768783001,-0.3439727321445074,175.9497986,205.9488983154297
87745,8189618,556629.6,4333278.48,206.04,2,426736.130905,10.002,76,1,1,2082,0,0,2,0,0,0,,,556629.5060426525,4333277.771454363,-0.32365126116068615,175.9497986,205.9488983154297
66154,6548524,556629.43,4333277.3,205.87,2,422097.523903,-12.0,69,1,1,2053,0,0,2,0,0,0,,,556629.4927513591,4333277.773216868,-0.3102436177272505,175.9497986,205.9488983154297
53323,4887204,556629.4,4333277.13,205.88,2,415212.482298,1.998,74,1,1,2024,0,1,2,0,0,0,,,556629.4854232261,4333277.774188622,-0.3028513353548246,175.9497986,205.9488983154297
21263,1794621,556629.37,4333276.93,205.83,1,418408.33078,19.002,79,1,1,1034,0,0,1,0,0,0,,,556629.4820045261,4333277.774641962,-0.2994027085053976,175.9497986,205.9488983154297
97492,8995192,556629.41,4333277.35,205.86,2,415211.241221,1.998,29,1,1,3022,0,1,3,0,0,0,,,556629.4665812469,4333277.77668718,-0.28384441629362117,175.9497986,205.9488983154297
122142,11713384,556629.35,4333276.94,205.76,2,426734.757581,9.0,22,1,1,3080,0,1,3,0,0,0,,,556629.4610469909,4333277.777421054,-0.27826171427253044,175.9497986,205.9488983154297
90599,8721298,556629.33,4333276.98,205.81,1,409916.033999,13.002,28,1,1,3015,0,1,3,0,0,0,,,556629.436180023,4333277.780718562,-0.2531770646390916,175.9497986,205.9488983154297
54620,5330950,556629.44,4333277.93,205.93,2,415939.389865,-1.998,75,1,1,2027,0,0,2,0,0,0,,,556629.4204804635,4333277.782800416,-0.23734007351855727,175.9497986,205.9488983154297
18573,1539944,556629.34,4333277.21,205.86,2,417838.693583,-15.0,78,1,1,1032,0,0,1,0,0,0,,,556629.4160348995,4333277.783389925,-0.2328555937776976,175.9497986,205.9488983154297
10041,1204394,556629.53,4333278.66,206.02,2,415938.709722,-3.0,81,1,1,1025,0,0,1,0,0,0,,,556629.4137956878,4333277.783686858,-0.2305967802970796,175.9497986,205.9488983154297
520,440105,556629.51,4333278.56,206.02,2,409916.71459,13.998,70,1,1,1015,0,1,1,0,0,0,,,556629.4071727402,4333277.7845650995,-0.22391585635601735,175.9497986,205.9488983154297
108156,10382528,556629.35,4333277.36,205.86,2,422096.296603,-13.002,29,1,1,3051,0,1,3,0,0,0,,,556629.4063149304,4333277.78467885,-0.22305053744025521,175.9497986,205.9488983154297
8865,778111,556629.31,4333277.14,205.86,2,415211.841724,1.998,85,1,1,1022,0,1,1,0,0,0,,,556629.3956753238,4333277.786089725,-0.21231779327391687,175.9497986,205.9488983154297
80624,7682907,556629.49,4333278.5,206.01,2,425471.297408,7.002000000000002,59,1,1,2073,0,1,2,0,0,0,,,556629.3953372152,4333277.786134561,-0.21197672496933845,175.9497986,205.9488983154297
21262,1794620,556629.32,4333277.24,205.87,1,418408.330772,19.002,85,1,1,1034,0,0,1,0,0,0,,,556629.3924710759,4333277.786514627,-0.20908549594444936,175.9497986,205.9488983154297
53324,4887205,556629.33,4333277.42,205.91,1,415212.482306,1.998,71,1,1,2024,0,1,2,0,0,0,,,556629.378841674,4333277.788321966,-0.1953367842064353,175.9497986,205.9488983154297
22750,2377746,556629.34,4333277.64,205.89,1,422096.897113,-13.002,77,1,1,1051,0,1,1,0,0,0,,,556629.3599996947,4333277.790820525,-0.17632986514523183,175.9497986,205.9488983154297
97493,8995193,556629.33,4333277.64,205.88,2,415211.241229,1.998,28,1,1,3022,0,1,3,0,0,0,,,556629.3501724994,4333277.792123669,-0.16641664399010714,175.9497986,205.9488983154297
74194,7044062,556629.27,4333277.24,205.84,2,423534.002792,-4.998,62,1,1,2062,0,1,2,0,0,0,,,556629.3433350993,4333277.793030349,-0.15951939028423096,175.9497986,205.9488983154297
576,440708,556629.23,4333276.95,205.8,1,409916.724206,13.998,81,1,1,1015,0,0,1,0,0,0,,,556629.3418175025,4333277.793231591,-0.1579885087262486,175.9497986,205.9488983154297
116295,11276820,556629.28,4333277.35,205.83,2,425470.096054,6.0,26,1,1,3071,0,1,3,0,0,0,,,556629.3388277073,4333277.793628056,-0.15497254139240516,175.9497986,205.9488983154297
90598,8721297,556629.26,4333277.29,205.83,2,409916.033991,13.002,28,1,1,3015,0,1,3,0,0,0,,,556629.3269921824,4333277.795197517,-0.14303341000572628,175.9497986,205.9488983154297
33538,3442890,556629.39,4333278.37,205.98,2,425470.736947,6.0,73,1,1,1071,0,1,1,0,0,0,,,556629.3140061375,4333277.796919542,-0.12993368730325536,175.9497986,205.9488983154297
18572,1539943,556629.27,4333277.52,205.88,2,417838.693575,-15.0,79,1,1,1032,0,0,1,0,0,0,,,556629.3068470589,4333277.797868879,-0.12271193914433226,175.9497986,205.9488983154297
29917,2843427,556629.36,4333278.2,205.95,1,423533.241784,-6.0,72,1,1,1060,0,1,1,0,0,0,,,556629.3066780046,4333277.797891296,-0.12254140493082948,175.9497986,205.9488983154297
54621,5330951,556629.36,4333278.22,205.93,2,415939.389873,-3.0,77,1,1,2027,0,0,2,0,0,0,,,556629.304071716,4333277.798236906,-0.11991230133044836,175.9497986,205.9488983154297
21261,1794619,556629.27,4333277.55,205.88,2,418408.330764,19.002,81,1,1,1034,0,0,1,0,0,0,,,556629.302937626,4333277.798387293,-0.1187682836213334,175.9497986,205.9488983154297
40278,3933210,556629.19,4333276.95,205.79,1,426735.398291,10.002,77,1,1,1080,0,1,1,0,0,0,,,556629.302508721,4333277.798444169,-0.1183356241057498,175.9497986,205.9488983154297
114015,10793622,556629.29,4333277.71,205.87,2,423532.560729,-6.0,25,1,1,3060,0,1,3,0,0,0,,,556629.301741708,4333277.798545878,-0.11756189663882516,175.9497986,205.9488983154297
116744,11277941,556629.36,4333278.29,205.94,2,425470.111422,6.0,19,1,1,3071,0,0,3,0,0,0,,,556629.294949706,4333277.799446538,-0.1107104384842601,175.9497986,205.9488983154297
66255,6549652,556629.34,4333278.25,205.94,1,422097.537472,-12.0,65,1,1,2053,0,1,2,0,0,0,,,556629.2805078924,4333277.801361608,-0.0961422034972001,175.9497986,205.9488983154297
8866,778112,556629.23,4333277.44,205.89,1,415211.841731,1.998,77,1,1,1022,0,1,1,0,0,0,,,556629.2779634318,4333277.801699019,-0.0935754690477851,175.9497986,205.9488983154297
53325,4887206,556629.26,4333277.71,205.91,1,415212.482314,1.998,76,1,1,2024,0,1,2,0,0,0,,,556629.2722601219,4333277.802455312,-0.08782223317345106,175.9497986,205.9488983154297
73561,7042352,556629.33,4333278.32,205.93,2,423533.9851760001,-4.998,69,1,1,2062,0,0,2,0,0,0,,,556629.261558687,4333277.803874386,-0.07702711949588714,175.9497986,205.9488983154297
97494,8995194,556629.26,4333277.93,205.89,2,415211.241237,1.998,25,1,1,3022,0,1,3,0,0,0,,,556629.2435909472,4333277.806257014,-0.058902092957122884,175.9497986,205.8280487060547
87746,8189619,556629.32,4333278.48,205.93,2,426736.130913,10.002,77,1,1,2082,0,0,2,0,0,0,,,556629.2308811827,4333277.807942404,-0.04608106904800481,175.9497986,205.8280487060547
21260,1794618,556629.23,4333277.86,205.87,2,418408.330756,19.002,85,1,1,1034,0,0,1,0,0,0,,,556629.2232313713,4333277.808956814,-0.03836429221550988,175.9497986,205.8280487060547
577,440709,556629.15,4333277.26,205.82,2,409916.724214,13.998,79,1,1,1015,0,0,1,0,0,0,,,556629.2228024665,4333277.80901369,-0.037931632937758544,175.9497986,205.8280487060547
66153,6548523,556629.15,4333277.27,205.82,2,422097.523895,-12.0,77,1,1,2053,0,0,2,0,0,0,,,556629.2214993222,4333277.809186494,-0.03661708113756799,175.9497986,205.8280487060547
90597,8721296,556629.18,4333277.61,205.84,2,409916.033983,13.002,24,1,1,3015,0,1,3,0,0,0,,,556629.206674002,4333277.811152419,-0.021661982294618496,175.9497986,205.8280487060547
121683,11712212,556629.33,4333278.79,205.91,2,426734.730525,9.0,22,1,1,3080,0,0,3,0,0,0,,,556629.2003109049,4333277.811996204,-0.01524318354023195,175.9497986,205.8280487060547
18571,1539942,556629.2,4333277.83,205.87,2,417838.693567,-15.0,77,1,1,1032,0,0,1,0,0,0,,,556629.1976592181,4333277.812347833,-0.012568284273134637,175.9497986,205.8280487060547
54622,5330952,556629.28,4333278.5,205.92,2,415939.389881,-3.0,76,1,1,2027,0,0,2,0,0,0,,,556629.1889661129,4333277.813500591,-0.0037990809425299784,175.9497986,205.8280487060547
122141,11713383,556629.06,4333276.94,205.7,2,426734.757573,9.0,23,1,1,3080,0,1,3,0,0,0,,,556629.1760583259,4333277.8152122395,0.009221698879870548,175.94699548975268,205.8280487060547
8867,778113,556629.16,4333277.73,205.89,1,415211.841739,1.998,94,1,1,1022,0,1,1,0,0,0,,,556629.1713818797,4333277.815832363,0.013939081985199133,175.94556155170122,205.8280487060547
53326,4887207,556629.19,4333278.0,205.9,2,415212.482322,1.998,79,1,1,2024,0,1,2,0,0,0,,,556629.1656785697,4333277.816588657,0.019692317974938263,175.94381274652244,205.8280487060547
44591,4539008,556629.04,4333276.9,205.73,1,409917.435245,13.998,75,1,1,2015,0,1,2,0,0,0,,,556629.1616165125,4333277.81712731,0.023789933866930534,175.94256719846823,205.8280487060547
97495,8995195,556629.19,4333278.23,205.88,2,415211.241245,1.998,25,1,1,3022,0,1,3,0,0,0,,,556629.1357062507,4333277.820563164,0.049927010113884174,175.93462233850073,205.8280487060547
21259,1794617,556629.18,4333278.18,205.89,2,418408.330748,19.002,74,1,1,1034,0,0,1,0,0,0,,,556629.132394777,4333277.821002285,0.05326747190779664,175.93360694179268,205.8280487060547
21223,1794581,556629.0,4333276.84,205.74,1,418408.324796,19.002,80,1,1,1034,0,1,1,0,0,0,,,556629.1301265968,4333277.821303058,0.05555550744143162,175.93291145000376,205.8280487060547
108157,10382529,556629.05,4333277.33,205.8,2,422096.296611,-13.002,30,1,1,3051,0,1,3,0,0,0,,,556629.1154085029,4333277.823254765,0.07040244134427162,175.92839844289884,205.8280487060547
578,440710,556629.07,4333277.56,205.82,2,409916.724222,13.998,94,1,1,1015,0,0,1,0,0,0,,,556629.1050905747,4333277.824622983,0.08081069116594604,175.92523465799195,205.8280487060547
80625,7682908,556629.18,4333278.49,205.88,2,425471.297416,7.002000000000002,62,1,1,2073,0,1,2,0,0,0,,,556629.0919973037,4333277.826359229,0.09401857869312137,175.92121987011444,205.8280487060547
90596,8721295,556629.1,4333277.92,205.83,2,409916.033975,13.002,23,1,1,3015,0,1,3,0,0,0,,,556629.087658966,4333277.826934518,0.09839489360927664,175.91988960620682,205.8280487060547
18570,1539941,556629.12,4333278.14,205.88,2,417838.693559,-15.0,83,1,1,1032,0,0,1,0,0,0,,,556629.0786441821,4333277.828129931,0.1074885915153554,175.91712540428279,205.8280487060547
22751,2377747,556629.04,4333277.61,205.85,1,422096.897121,-13.002,77,1,1,1051,0,1,1,0,0,0,,,556629.0690932672,4333277.82939644,0.1171231137617222,175.91419680854474,205.8280487060547
8868,778114,556629.09,4333278.01,205.86,2,415211.841748,1.998,90,1,1,1022,0,1,1,0,0,0,,,556629.0661034719,4333277.829792905,0.12013908121097072,175.9132800480462,205.8280487060547
54623,5330953,556629.19,4333278.82,205.91,2,415939.389889,-3.0,80,1,1,2027,0,0,2,0,0,0,,,556629.0588207371,4333277.830758638,0.1274855680391076,175.911046944062,205.8280487060547
39673,3931534,556629.18,4333278.76,205.86,2,426735.370658,10.002,86,1,1,1080,0,0,1,0,0,0,,,556629.0568124077,4333277.831024954,0.1295114780328295,175.9104311303017,205.8280487060547
98365,9383257,556628.92,4333276.85,205.69,2,415938.069323,-3.0,25,1,1,3025,0,0,3,0,0,0,,,556629.0502058899,4333277.831901018,0.13617582836721467,175.90840537464024,205.8280487060547
53327,4887208,556629.11,4333278.29,205.9,1,415212.48233,1.998,69,1,1,2024,0,1,2,0,0,0,,,556629.0492698222,4333277.832025146,0.13712009016304721,175.9081183483612,205.8280487060547
74193,7044061,556628.97,4333277.25,205.78,1,423534.002784,-4.998,66,1,1,2062,0,1,2,0,0,0,,,556629.0472160944,4333277.8322974825,0.1391917959388904,175.9074886141045,205.8280487060547
116296,11276821,556628.98,4333277.35,205.76,2,425470.096062,6.0,26,1,1,3071,0,1,3,0,0,0,,,556629.0440118469,4333277.8327223845,0.14242409303052564,175.90650609610884,205.8280487060547
44590,4539007,556628.96,4333277.2,205.75,2,409917.435237,13.998,70,1,1,2015,0,1,2,0,0,0,,,556629.0439046206,4333277.832736603,0.1425322579706351,175.90647321732413,205.8280487060547
21258,1794616,556629.13,4333278.5,205.86,2,418408.33074,19.002,77,1,1,1034,0,0,1,0,0,0,,,556629.0415581827,4333277.833047755,0.14489923626893542,175.9057537293849,205.8280487060547
21224,1794582,556628.95,4333277.16,205.76,1,418408.324804,19.002,73,1,1,1034,0,1,1,0,0,0,,,556629.0392900024,4333277.833348529,0.14718727180257038,175.90505823759602,205.8280487060547
97496,8995196,556629.12,4333278.52,205.88,1,415211.241253,1.998,24,1,1,3022,0,1,3,0,0,0,,,556629.0291246987,4333277.834696509,0.15744156102444123,175.90194125193304,205.8280487060547
33539,3442891,556629.09,4333278.37,205.87,2,425470.736955,6.0,76,1,1,1071,0,1,1,0,0,0,,,556629.0191902771,4333277.836013871,0.1674629471196754,175.898895061592,205.8280487060547
40277,3933209,556628.9,4333276.95,205.7,2,426735.398283,10.002,74,1,1,1080,0,1,1,0,0,0,,,556629.017520056,4333277.836235353,0.16914778904665118,175.89838292193832,205.8280487060547
29916,2843426,556629.06,4333278.19,205.88,1,423533.241776,-6.0,70,1,1,1060,0,1,1,0,0,0,,,556629.0131652885,4333277.836812821,0.17354067757650568,175.8970476201665,205.8280487060547
113623,10792529,556629.13,4333278.78,205.9,1,423532.545313,-6.0,23,1,1,3060,0,0,3,0,0,0,,,556629.0050701422,4333277.837886285,0.1817066875312613,175.8945654065872,205.8280487060547
66256,6549653,556629.05,4333278.23,205.87,1,422097.53748,-12.0,65,1,1,2053,0,1,2,0,0,0,,,556628.9981255159,4333277.838807183,0.18871210605481978,175.8924359767819,205.8280487060547
114014,10793621,556628.98,4333277.71,205.82,2,423532.560722,-6.0,28,1,1,3060,0,1,3,0,0,0,,,556628.9970986521,4333277.838943352,0.18974795893923033,175.89212110965462,205.8280487060547
116743,11277940,556629.05,4333278.29,205.85,1,425470.111414,6.0,22,1,1,3071,0,0,3,0,0,0,,,556628.9903066502,4333277.839844012,0.1965994169783903,175.89003847905815,205.8280487060547
579,440711,556628.99,4333277.87,205.83,2,409916.72423,13.998,80,1,1,1015,0,0,1,0,0,0,,,556628.9860755386,4333277.840405082,0.20086756707686326,175.88874109389798,205.8280487060547
90595,8721294,556629.03,4333278.22,205.82,2,409916.033967,13.002,24,1,1,3015,0,1,3,0,0,0,,,556628.9797742696,4333277.841240668,0.20722399644245143,175.88680893665418,205.8280487060547
18569,1539940,556629.05,4333278.43,205.87,1,417838.693551,-15.0,86,1,1,1032,0,0,1,0,0,0,,,556628.97206263,4333277.842263277,0.21500314254833966,175.8844443176779,205.8280487060547
87747,8189620,556629.05,4333278.47,205.83,2,426736.130921,10.002,84,1,1,2082,0,0,2,0,0,0,,,556628.9668500528,4333277.842954495,0.22026134987152907,175.88284598584963,205.8280487060547
73562,7042353,556629.03,4333278.33,205.83,2,423533.985184,-4.998,75,1,1,2062,0,0,2,0,0,0,,,556628.9654396822,4333277.8431415185,0.2216840666118291,175.88241352411717,205.8280487060547
8869,778115,556629.02,4333278.29,205.86,1,415211.841756,1.998,86,1,1,1022,0,1,1,0,0,0,,,556628.9608250641,4333277.843753445,0.22633908044376438,175.8809985443891,205.8280487060547
21257,1794615,556629.09,4333278.82,205.87,2,418408.330732,19.002,84,1,1,1034,0,0,1,0,0,0,,,556628.9605487837,4333277.843790081,0.2266177794749495,175.88091382853352,205.8280487060547
21225,1794583,556628.9,4333277.49,205.78,1,418408.324812,19.002,87,1,1,1034,0,1,1,0,0,0,,,556628.9471502638,4333277.845566804,0.24013358784849465,175.8768054422756,205.8280487060547
63211,5691045,556628.82,4333276.91,205.7,1,417839.304684,-15.0,67,1,1,2034,0,1,2,0,0,0,,,556628.9441150704,4333277.845969289,0.24319535096445935,175.8758747613157,205.8280487060547
53328,4887209,556629.04,4333278.58,205.86,1,415212.482338,1.998,67,1,1,2024,0,1,2,0,0,0,,,556628.9426882701,4333277.8461584905,0.24463464119603143,175.8754372617563,205.8280487060547
66152,6548522,556628.86,4333277.24,205.76,1,422097.523887,-12.0,83,1,1,2053,0,0,2,0,0,0,,,556628.9404200899,4333277.846459265,0.24692267672966645,175.87474176996741,205.8280487060547
98366,9383258,556628.84,4333277.13,205.71,2,415938.069331,-3.0,28,1,1,3025,0,0,3,0,0,0,,,556628.9351002865,4333277.847164703,0.25228904887053816,175.87311055939168,205.8280487060547
121684,11712213,556629.05,4333278.78,205.8,2,426734.730533,9.0,22,1,1,3080,0,0,3,0,0,0,,,556628.9264525794,4333277.848311439,0.2610124566568538,175.87045891417142,205.8280487060547
44589,4539006,556628.88,4333277.5,205.76,2,409917.435229,13.998,71,1,1,2015,0,1,2,0,0,0,,,556628.9261927289,4333277.848345897,0.2612745819589346,175.87037923621511,205.8280487060547
97497,8995197,556629.05,4333278.81,205.86,1,415211.241261,1.998,27,1,1,3022,0,1,3,0,0,0,,,556628.9225431466,4333277.848829853,0.2649561120574255,175.86926016532814,205.8280487060547
122140,11713382,556628.77,4333276.94,205.63,2,426734.757565,9.0,25,1,1,3080,0,1,3,0,0,0,,,556628.8910696608,4333277.853003424,0.2967051121476766,175.85960945468852,205.8280487060547
10113,1206312,556628.76,4333276.91,205.67,1,415938.727746,-3.0,65,1,1,1025,0,1,1,0,0,0,,,556628.8851518984,4333277.853788154,0.30267467777980245,175.85779489201266,205.8280487060547
18568,1539939,556628.99,4333278.73,205.82,1,417838.693543,-15.0,83,1,1,1032,0,0,1,0,0,0,,,556628.8740051289,4333277.855266282,0.313919024464222,175.85437695960928,205.8280487060547
8870,778116,556628.96,4333278.59,205.81,2,415211.841764,1.998,92,1,1,1022,0,1,1,0,0,0,,,556628.862767563,4333277.85675645,0.32525496223721956,175.8509311863577,205.8280487060547
90594,8721293,556628.95,4333278.52,205.79,2,409916.033959,13.002,24,1,1,3015,0,1,3,0,0,0,,,556628.8620623777,4333277.856849962,0.325966320546156,175.85071495551009,205.8280487060547
580,440712,556628.9,4333278.17,205.81,2,409916.724238,13.998,88,1,1,1015,0,0,1,0,0,0,,,556628.8585364516,4333277.85731752,0.32952311222028746,175.8496338012326,205.8280487060547
21226,1794584,556628.85,4333277.82,205.78,2,418408.32482,19.002,67,1,1,1034,0,1,1,0,0,0,,,556628.8550105252,4333277.857785079,0.33307990400982396,175.8485526469201,205.8280487060547
108158,10382530,556628.77,4333277.31,205.73,2,422096.296619,-13.002,28,1,1,3051,0,1,3,0,0,0,,,556628.8428533218,4333277.859397196,0.34534352973414467,175.84482488532376,205.8280487060547
63212,5691046,556628.74,4333277.24,205.75,1,417839.304692,-15.0,61,1,1,2034,0,1,2,0,0,0,,,556628.8224937457,4333277.862096997,0.3658813304757577,175.8385820313262,205.8280487060547
