,Unnamed: 0,x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel,height,tree_elev,xproj,yproj,D,elev_of_gnd_at_proj,bareearth
24069,1790814,556630.24,4333233.42,185.44,1,418408.203514,15.0,76,1,1,1034,0,1,1,0,0,0,,,556631.2401888114,4333233.415303358,41.27415168398467,155.29162918414838,185.35780334472656
116449,9860433,556630.02,4333233.42,185.42,2,418407.491475,15.0,27,1,1,3034,0,0,3,0,0,0,,,556631.2401839605,4333233.414270314,41.275184738807965,155.29104645166598,185.35780334472656
15316,1213395,556631.56,4333233.41,185.22,2,415938.828619,0.0,73,1,1,1025,0,0,1,0,0,0,,,556631.2401709604,4333233.411501839,41.27795324457151,155.28948477439596,185.35780334472656
130441,11227729,556630.96,4333233.41,185.35,2,425469.295127,4.998,26,1,1,3071,0,1,3,0,0,0,,,556631.2401577306,4333233.408684448,41.28077066681766,155.28789550398892,185.35780334472656
127072,10830333,556631.08,4333233.4,185.29,2,423533.185176,-6.0,23,1,1,3060,0,0,3,0,0,0,,,556631.2401134201,4333233.399248146,41.29020707189625,155.28257255342268,185.35780334472656
130442,11227730,556630.66,4333233.4,185.38,1,425469.295136,4.998,28,1,1,3071,0,1,3,0,0,0,,,556631.2401041592,4333233.397275973,41.292179267467894,155.28146006413812,185.35780334472656
121671,10343255,556630.59,4333233.4,185.36,2,422095.616109,-13.002,29,1,1,3051,0,1,3,0,0,0,,,556631.2401026158,4333233.396947278,41.2925079667302,155.28127464925714,185.35780334472656
127071,10830332,556631.38,4333233.39,185.23,2,423533.185168,-6.0,22,1,1,3060,0,0,3,0,0,0,,,556631.2400730784,4333233.390657063,41.29879825123219,155.27772638345328,185.35780334472656
10197,765463,556630.67,4333233.39,185.35,2,415211.680498,-1.002,72,1,1,1022,0,1,1,0,0,0,,,556631.2400574232,4333233.3873231495,41.302132200889446,155.27584574680532,185.35780334472656
64727,5343095,556630.44,4333233.39,185.38,1,415939.529755,1.002,66,1,1,2027,0,1,2,0,0,0,,,556631.2400523518,4333233.38624315,41.30321221275076,155.27523652648244,185.35780334472656
109244,9388410,556632.17,4333233.38,185.12,1,415938.14826,0.0,22,1,1,3025,0,0,3,0,0,0,,,556631.2400435412,4333233.3843668485,41.30508853480288,155.27417811817477,185.35780334472656
59369,4876691,556631.16,4333233.38,185.3,1,415212.341593,-1.002,76,1,1,2024,0,0,2,0,0,0,,,556631.240021271,4333233.379624239,41.3098311955832,155.27150284632327,185.35780334472656
130443,11227731,556630.36,4333233.38,185.4,1,425469.295144,6.0,26,1,1,3071,0,1,3,0,0,0,,,556631.2400036313,4333233.375867718,41.3135877585777,155.26938381911407,185.35780334472656
68554,5681257,556630.34,4333233.38,185.41,1,417839.183651,-16.998,65,1,1,2034,0,1,2,0,0,0,,,556631.2400031904,4333233.375773805,41.31368167265264,155.2693308434338,185.35780334472656
127070,10830331,556631.69,4333233.36,185.16,2,423533.18516,-6.0,22,1,1,3060,0,0,3,0,0,0,,,556631.2399390443,4333233.362113376,41.327342251655324,155.2616250925539,185.35780334472656
98030,8504933,556630.51,4333233.36,185.34,2,409366.736379,-15.0,28,1,1,3013,0,1,3,0,0,0,,,556631.2399130258,4333233.356572507,41.33288318207158,155.25849952742067,185.35780334472656
121672,10343256,556630.28,4333233.36,185.37,2,422095.616117,-13.002,28,1,1,3051,0,1,3,0,0,0,,,556631.2399079544,4333233.355492507,41.33396319393235,155.2578903070981,185.35780334472656
130444,11227732,556630.07,4333233.36,185.43,1,425469.295151,6.0,27,1,1,3071,0,1,3,0,0,0,,,556631.2399033239,4333233.35450642,41.334949291718715,155.25733406245553,185.35780334472656
6345,448539,556630.0,4333233.36,185.32,2,409916.835607,16.002,72,1,1,1015,0,1,1,0,0,0,,,556631.2399017804,4333233.354177725,41.33527799098048,155.25714864757487,185.35780334472656
127069,10830330,556632.0,4333233.35,185.1,2,423533.185152,-6.0,20,1,1,3060,0,0,3,0,0,0,,,556631.2398989232,4333233.353569249,41.3358864739538,155.25680541042465,185.35780334472656
