,index_angelo,ERCZO ID_angelo,Original Sample Vial Label_angelo,Date Collected,Time Collected_angelo,Site_angelo,Location_angelo,Sample Type_angelo,Sample Type II_angelo,Sample Type III_angelo,Tree tag_angelo,Tree tag 2_angelo,Jasper's tree label_angelo,More text info 1_angelo,More text info 2_angelo,needs attention_angelo,Species (common)_angelo,Species (scientific)_angelo,Well water level (m)_angelo,Depth (m)_angelo,Depth (cm)_angelo,Depth (ft)_angelo,Gravimetric moisture content (g/g)_angelo,Collected by_angelo,Notes_angelo,Exclude?_angelo,dD Instrument_angelo,dO Instrument_angelo,HD run ID_angelo,dD_angelo,GB run ID_angelo,dO_angelo,Sample Vial Location_angelo,VMS Sleeve_angelo,VMS Port_angelo,Adjacent well groundwater depth at time of sampling (m)_angelo,Energetic State_angelo,Date collection started_angelo,Time collection started_angelo,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_angelo","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_angelo",FLAG_angelo,datetime_angelo,index_conger,ERCZO ID_conger,Original Sample Vial Label_conger,Time Collected_conger,Site_conger,Location_conger,Sample Type_conger,Sample Type II_conger,Sample Type III_conger,Tree tag_conger,Tree tag 2_conger,Jasper's tree label_conger,More text info 1_conger,More text info 2_conger,needs attention_conger,Species (common)_conger,Species (scientific)_conger,Well water level (m)_conger,Depth (m)_conger,Depth (cm)_conger,Depth (ft)_conger,Gravimetric moisture content (g/g)_conger,Collected by_conger,Notes_conger,Exclude?_conger,dD Instrument_conger,dO Instrument_conger,HD run ID_conger,dD_conger,GB run ID_conger,dO_conger,Sample Vial Location_conger,VMS Sleeve_conger,VMS Port_conger,Adjacent well groundwater depth at time of sampling (m)_conger,Energetic State_conger,Date collection started_conger,Time collection started_conger,"(obsolete, miscalculated) Gravimetric moisture content (g/g)_conger","(obsolete, miscalculated) Gravimetric moisture content (g/g).1_conger",FLAG_conger,datetime_conger,average_time_delta,average_datetime,average_dD,average_dO,cumRain,cumWYRain,cumSept_1_WYRain,waterYear,Sept_1_waterYear,previousRain,runningWeightedAvg_dD,runningWeightedAvg_dO
713,,,,11/2/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-02 14:25:00,5086.0,,,14:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-42.7,,-6.76,,,,,,,,,,0.0,2008-11-02 14:25:00,0 days 00:00:00.000000000,2008-11-02 14:25:00,-42.7,-6.76,244.75440000000043,237.21060000000026,239.1664000000003,2009.0,2009.0,20.0,-42.7,-6.76
719,,,,11/4/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-04 13:10:00,5089.0,,,13:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-55.4,,-8.88,,,,,,,,,,0.0,2008-11-04 13:10:00,0 days 00:00:00.000000000,2008-11-04 13:10:00,-55.4,-8.88,294.2082000000004,286.6644000000003,288.6202000000003,2009.0,2009.0,49.453799999999944,-51.7428926854974,-8.269522243563348
721,,,,11/6/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-06 12:00:00,5090.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-14.9,,-4.6,,,,,,,,,,0.0,2008-11-06 12:00:00,0 days 00:00:00.000000000,2008-11-06 12:00:00,-14.9,-4.6,309.01640000000083,301.47260000000074,303.42840000000075,2009.0,2009.0,14.808200000000454,-45.26812442144722,-7.624640573449462
723,,,,11/9/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-09 13:30:00,5091.0,,,13:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.6,,-7.34,,,,,,,,,,0.0,2008-11-09 13:30:00,0 days 00:00:00.000000000,2008-11-09 13:30:00,-47.6,-7.34,325.501000000001,317.95720000000085,319.91300000000086,2009.0,2009.0,16.48460000000017,-45.64967611810211,-7.578066435988894
725,,,,11/12/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-12 11:00:00,5092.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-8.7,,-3.13,,,,,,,,,,0.0,2008-11-12 11:00:00,0 days 00:00:00.000000000,2008-11-12 11:00:00,-8.7,-3.13,330.25080000000116,322.70700000000113,324.6628000000011,2009.0,2009.0,4.749800000000164,-43.98607838750877,-7.377799640556437
727,,,,11/21/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-21 11:21:00,5093.0,,,11:21,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-26.6,,-4.86,,,,,,,,,,0.0,2008-11-21 11:21:00,0 days 00:00:00.000000000,2008-11-21 11:21:00,-26.6,-4.86,341.42680000000144,333.8830000000013,335.83880000000136,2009.0,2009.0,11.176000000000272,-42.32067326977055,-7.136620674641112
158,5317.0,,,12/15/08,12:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-44.94,,-8.45,,,,,,,,,,0.0,2008-12-15 12:20:00,5094.0,,,12:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.7,,-4.88,,,,,,,,,,0.0,2008-12-15 12:05:00,0 days 00:07:30.000000000,2008-12-15 12:27:30,-40.82,-6.664999999999999,363.22000000000185,355.6762000000017,357.63200000000165,2009.0,2009.0,21.79320000000041,-42.084481228550466,-7.062391958724748
162,5318.0,,,12/19/08,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-41.23,,-8.68,,,,,,,,,,0.0,2008-12-19 12:00:00,5095.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.7,,-8.13,,,,,,,,,,0.0,2008-12-19 12:00:00,0 days 00:00:00.000000000,2008-12-19 12:00:00,-38.965,-8.405000000000001,420.49700000000223,412.95320000000214,414.90900000000215,2009.0,2009.0,57.277000000000385,-41.17167774924813,-7.455257695565488
166,5319.0,,,12/22/08,11:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-60.87,,-9.28,,,,,,,,,,0.0,2008-12-22 11:30:00,5096.0,,,11:10,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-59.6,,-9.22,,,,,,,,,,0.0,2008-12-22 11:10:00,0 days 00:10:00.000000000,2008-12-22 11:40:00,-60.235,-9.25,502.92000000000235,495.3762000000023,497.33200000000227,2009.0,2009.0,82.42300000000012,-46.82031370521721,-7.987056181641425
170,5320.0,,,12/24/08,11:40,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-80.36,,-11.44,,,,,,,,,,0.0,2008-12-24 11:40:00,5097.0,,,11:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-74.6,,-10.5,,,,,,,,,,0.0,2008-12-24 11:20:00,0 days 00:10:00.000000000,2008-12-24 11:50:00,-77.47999999999999,-10.969999999999999,547.3446000000037,539.8008000000032,541.7566000000032,2009.0,2009.0,44.424600000001305,-51.04252597258067,-8.397843880564254
174,5321.0,,,12/26/08,10:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-44.59,,-7.65,,,,,,,,,,0.0,2008-12-26 10:20:00,5098.0,,,10:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.9,,-6.7,,,,,,,,,,0.0,2008-12-26 10:30:00,-1 days +23:55:00.000000000,2008-12-26 10:15:00,-41.745000000000005,-7.175000000000001,608.2538000000053,600.7100000000047,602.665800000005,2009.0,2009.0,60.90920000000165,-49.5658486453955,-8.203625995242751
182,5323.0,,,12/28/08,11:39,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-25.02,,-5.14,,,,,,,,,,0.0,2008-12-28 11:39:00,5099.0,,,11:27,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-23.8,,-4.89,,,,,,,,,,0.0,2008-12-28 11:27:00,0 days 00:06:00.000000000,2008-12-28 11:45:00,-24.41,-5.015,668.3248000000074,660.7810000000069,662.7368000000071,2009.0,2009.0,60.07100000000207,-46.15909070127303,-7.7718028795428955
198,5325.0,,,12/29/08,15:25,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-13.21,,-3.86,,,,,,,,,,0.0,2008-12-29 15:25:00,5101.0,,,15:17,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-15.3,,-4.16,,,,,,,,,,0.0,2008-12-29 15:17:00,0 days 00:04:00.000000000,2008-12-29 15:29:00,-14.255,-4.01,692.3532000000082,684.8094000000078,686.7652000000079,2009.0,2009.0,24.02840000000083,-44.519641983683336,-7.578495915729452
202,5326.0,,,1/2/09,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-31.34,,-5.52,,,,,,,,,,0.0,2009-01-02 12:30:00,5102.0,,,12:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-30.5,,-5.4,,,,,,,,,,0.0,2009-01-02 12:50:00,-1 days +23:50:00.000000000,2009-01-02 12:20:00,-30.92,-5.46,732.8662000000087,725.3224000000082,727.2782000000084,2009.0,2009.0,40.51300000000049,-43.435309174083244,-7.409583040582787
206,5327.0,,,1/5/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-48.83,,-6.92,,,,,,,,,,0.0,2009-01-05 12:00:00,5103.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-49.0,,-7.61,,,,,,,,,,0.0,2009-01-05 12:00:00,0 days 00:00:00.000000000,2009-01-05 12:00:00,-48.915,-7.265000000000001,749.6302000000093,742.0864000000087,744.042200000009,2009.0,2009.0,16.76400000000058,-43.610324934012866,-7.40496520510184
210,5328.0,,,1/8/09,13:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-27.26,,-4.46,,,,,,,,,,0.0,2009-01-08 13:15:00,5104.0,,,12:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.9,,-5.6,,,,,,,,,,0.0,2009-01-08 12:45:00,0 days 00:15:00.000000000,2009-01-08 13:30:00,-28.58,-5.029999999999999,754.3800000000093,746.8362000000091,748.7920000000091,2009.0,2009.0,4.74980000000005,-43.47552964207158,-7.383665989710454
214,5329.0,,,1/22/09,11:03,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-50.88,,-7.03,,,,,,,,,,0.0,2009-01-22 11:03:00,5105.0,,,10:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-50.5,,-7.6,,,,,,,,,,0.0,2009-01-22 10:45:00,0 days 00:09:00.000000000,2009-01-22 11:12:00,-50.69,-7.3149999999999995,763.3208000000097,755.7770000000093,757.7328000000093,2009.0,2009.0,8.940800000000422,-43.59529785742287,-7.382526058068221
218,5330.0,,,2/5/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-67.26,,-9.29,,,,,,,,,,0.0,2009-02-05 12:00:00,5106.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-65.2,,-8.9,,,,,,,,,,0.0,2009-02-05 12:00:00,0 days 00:00:00.000000000,2009-02-05 12:00:00,-66.23,-9.094999999999999,770.8646000000099,763.3208000000095,765.2766000000098,2009.0,2009.0,7.543800000000147,-43.90796674004614,-7.4061816516153565
226,5332.0,,,2/6/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-57.95,,-9.62,,,,,,,,,,0.0,2009-02-06 12:00:00,6114.0,,20090206 C7-1,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Kevin Simonin,laser run L27,,,,,-51.3,,-9.0,,,,,,,,,,0.0,2009-02-06 12:00:00,0 days 00:00:00.000000000,2009-02-06 12:00:00,-54.625,-9.309999999999999,814.7304000000105,807.1866000000099,809.1424000000102,2009.0,2009.0,43.865800000000604,-44.70479786126884,-7.547734045113687
228,5333.0,,,2/9/09,10:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-57.65,,-8.6,,,,,,,,,,0.0,2009-02-09 10:30:00,5107.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-51.3,,-9.0,,,,,,,,,,0.0,2009-02-09 12:00:00,-1 days +23:15:00.000000000,2009-02-09 09:45:00,-54.474999999999994,-8.8,821.7154000000107,814.1716000000102,816.1274000000104,2009.0,2009.0,6.985000000000241,-44.81911833101316,-7.562386723755812
234,5334.0,,,2/12/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-51.44,,-9.06,,,,,,,,,,0.0,2009-02-12 12:00:00,5109.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.6,,-8.4,,,,,,,,,,0.0,2009-02-12 12:00:00,0 days 00:00:00.000000000,2009-02-12 12:00:00,-49.519999999999996,-8.73,869.2134000000118,861.6696000000113,863.6254000000115,2009.0,2009.0,47.49800000000107,-45.165583315618136,-7.648442307423736
250,5336.0,,,2/14/09,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-77.37,,-11.96,,,,,,,,,,0.0,2009-02-14 10:45:00,5111.0,,,11:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-72.7,,-11.3,,,,,,,,,,0.0,2009-02-14 11:00:00,-1 days +23:52:30.000000000,2009-02-14 10:37:30,-75.035,-11.63,908.3294000000128,900.7856000000122,902.7414000000124,2009.0,2009.0,39.11600000000101,-46.87479167318869,-7.876277747138199
258,5337.0,,,2/15/09,12:15,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-93.21,,-13.45,,,,,,,,,,0.0,2009-02-15 12:15:00,5113.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-85.7,,-12.5,,,,,,,,,,0.0,2009-02-15 12:00:00,0 days 00:07:30.000000000,2009-02-15 12:22:30,-89.455,-12.975,932.0784000000128,924.5346000000122,926.4904000000124,2009.0,2009.0,23.749000000000024,-48.304458088513805,-8.047471648070747
274,5339.0,,,2/16/09,12:35,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-119.89,,-16.32,,,,,,,,,,0.0,2009-02-16 12:35:00,5115.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-116.8,,-15.9,,,,,,,,,,0.0,2009-02-16 12:15:00,0 days 00:10:00.000000000,2009-02-16 12:45:00,-118.345,-16.11,952.4746000000134,944.9308000000128,946.8866000000132,2009.0,2009.0,20.39620000000059,-50.267521503456905,-8.273444406242941
290,5341.0,,,2/18/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-115.55,,-15.5,,,,,,,,,,0.0,2009-02-18 12:00:00,5117.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-115.6,,-16.2,,,,,,,,,,0.0,2009-02-18 11:30:00,0 days 00:15:00.000000000,2009-02-18 12:15:00,-115.57499999999999,-15.85,961.9742000000138,954.4304000000133,956.3862000000134,2009.0,2009.0,9.499600000000328,-51.10905468355566,-8.371073698780195
306,5343.0,,,2/22/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-76.07,,-10.84,,,,,,,,,,0.0,2009-02-22 12:00:00,5119.0,,,11:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-75.7,,-10.9,,,,,,,,,,0.0,2009-02-22 11:30:00,0 days 00:15:00.000000000,2009-02-22 12:15:00,-75.88499999999999,-10.870000000000001,1029.8684000000126,1022.3246000000132,1024.280400000013,2009.0,2009.0,67.89419999999882,-53.1983774210856,-8.581804852480506
322,5345.0,,,2/23/09,12:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-40.1,,-6.33,,,,,,,,,,0.0,2009-02-23 12:45:00,5121.0,,,12:05,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.4,,-6.5,,,,,,,,,,0.0,2009-02-23 12:05:00,0 days 00:20:00.000000000,2009-02-23 13:05:00,-39.75,-6.415,1086.8660000000098,1079.3222000000108,1081.2780000000105,2009.0,2009.0,56.99759999999719,-52.30925211886716,-8.438548832888918
326,5346.0,,,2/24/09,10:45,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-32.15,,-6.14,,,,,,,,,,0.0,2009-02-24 10:45:00,5122.0,,,10:20,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-30.8,,-5.8,,,,,,,,,,0.0,2009-02-24 10:20:00,0 days 00:12:30.000000000,2009-02-24 10:57:30,-31.475,-5.97,1113.9678000000092,1106.4240000000102,1108.3798000000097,2009.0,2009.0,27.101799999999457,-51.674257488697286,-8.363311418833769
334,5347.0,,,2/25/09,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-13.35,,-4.52,,,,,,,,,,0.0,2009-02-25 13:00:00,5124.0,,,13:25,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-13.0,,-4.5,,,,,,,,,,0.0,2009-02-25 13:25:00,-1 days +23:47:30.000000000,2009-02-25 12:47:30,-13.175,-4.51,1122.3498000000084,1114.8060000000094,1116.7618000000086,2009.0,2009.0,8.381999999999152,-51.3147405211747,-8.327328105736731
338,5348.0,,,2/26/09,15:20,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.16,,-4.8,,,,,,,,,,0.0,2009-02-26 15:20:00,5125.0,,,15:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-15.7,,-4.7,,,,,,,,,,0.0,2009-02-26 15:45:00,-1 days +23:47:30.000000000,2009-02-26 15:07:30,-16.43,-4.75,1149.731000000005,1142.187200000006,1144.1430000000055,2009.0,2009.0,27.381199999996625,-50.28208082236905,-8.221431874060398
354,5350.0,,,3/2/09,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.47,,-5.68,,,,,,,,,,0.0,2009-03-02 12:30:00,5127.0,,,12:50,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-37.2,,-6.6,,,,,,,,,,0.0,2009-03-02 12:50:00,-1 days +23:50:00.000000000,2009-03-02 12:20:00,-36.835,-6.14,1226.0072000000011,1218.463400000002,1220.4192000000016,2009.0,2009.0,76.27619999999615,-49.257671975549215,-8.06286681045988
358,5351.0,,,3/3/09,13:10,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.24,,-8.19,,,,,,,,,,0.0,2009-03-03 13:10:00,5128.0,,,12:45,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-33.1,,-7.2,,,,,,,,,,0.0,2009-03-03 12:45:00,0 days 00:12:30.000000000,2009-03-03 13:22:30,-36.17,-7.695,1253.9471999999992,1246.4034,1248.3591999999996,2009.0,2009.0,27.939999999998008,-48.90237454731533,-8.052880150346974
729,,,,3/4/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-04 12:30:00,5129.0,,,12:30,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-54.7,,-9.7,,,,,,,,,,0.0,2009-03-04 12:30:00,0 days 00:00:00.000000000,2009-03-04 12:30:00,-54.7,-9.7,1274.6227999999976,1267.0789999999986,1269.034799999998,2009.0,2009.0,20.67559999999844,-49.0165501761937,-8.085317731250907
362,5352.0,,,3/9/09,13:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-63.25,,-10.73,,,,,,,,,,0.0,2009-03-09 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-09 13:00:00,0 days 00:00:00.000000000,2009-03-09 13:00:00,-63.25,-10.73,1274.9021999999975,1267.3583999999985,1269.314199999998,2009.0,2009.0,0.27939999999989595,-49.02033709635938,-8.086021369563428
364,5353.0,,,3/16/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-25.84,,-4.38,,,,,,,,,,0.0,2009-03-16 12:00:00,5130.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-26.0,,-4.6,,,,,,,,,,0.0,2009-03-16 12:00:00,0 days 00:00:00.000000000,2009-03-16 12:00:00,-25.92,-4.49,1348.943199999992,1341.399399999993,1343.3551999999925,2009.0,2009.0,74.04099999999448,-47.49890932644082,-7.849181242510189
368,5354.0,,,3/17/09,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-23.09,,-3.63,,,,,,,,,,0.0,2009-03-17 12:30:00,5131.0,,,12:15,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-22.5,,-4.2,,,,,,,,,,0.0,2009-03-17 12:15:00,0 days 00:07:30.000000000,2009-03-17 12:37:30,-22.795,-3.915,1363.1925999999908,1355.6487999999918,1357.6045999999913,2009.0,2009.0,14.249399999998786,-47.18969984492819,-7.7999385851599525
372,5355.0,,,3/22/09,12:30,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-52.25,,-8.92,,,,,,,,,,0.0,2009-03-22 12:30:00,5132.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-47.9,,-8.5,,,,,,,,,,0.0,2009-03-22 12:00:00,0 days 00:15:00.000000000,2009-03-22 12:45:00,-50.075,-8.71,1397.279399999988,1389.735599999989,1391.6913999999883,2009.0,2009.0,34.08679999999731,-47.27357920726665,-7.82639523336393
376,5356.0,,,6/4/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-29.67,,-4.56,,,,,,,,,,0.0,2009-06-04 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-04 12:00:00,0 days 00:00:00.000000000,2009-06-04 12:00:00,-29.67,-4.56,1632.2547999999729,1624.710999999974,1626.6667999999734,2009.0,2009.0,234.9753999999848,-44.33474660326954,-7.281086310881387
378,5357.0,,,10/13/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-95.13,,-12.74,,,,,,,,,,0.0,2009-10-13 12:00:00,5133.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-92.6,,-12.5,,,,,,,,,,0.0,2009-10-13 12:00:00,0 days 00:00:00.000000000,2009-10-13 12:00:00,-93.865,-12.620000000000001,1699.5901999999703,51.13020000000001,66.77660000000003,2010.0,2010.0,67.33539999999743,-93.865,-12.620000000000001
382,5358.0,,,10/14/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.07,,-6.13,,,,,,,,,,0.0,2009-10-14 12:00:00,5134.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-39.0,,-6.3,,,,,,,,,,0.0,2009-10-14 12:00:00,0 days 00:00:00.000000000,2009-10-14 12:00:00,-38.535,-6.215,1787.6011999999696,139.14119999999997,154.78759999999997,2010.0,2010.0,88.01099999999929,-62.517967625898876,-8.991267985611463
386,5359.0,,,10/15/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-20.73,,-3.9,,,,,,,,,,0.0,2009-10-15 12:00:00,5135.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-17.9,,-3.8,,,,,,,,,,0.0,2009-10-15 12:00:00,0 days 00:00:00.000000000,2009-10-15 12:00:00,-19.314999999999998,-3.8499999999999996,1796.5419999999685,148.08200000000005,163.72840000000005,2010.0,2010.0,8.940799999998944,-60.16678571428555,-8.711471088435355
390,5360.0,,,10/19/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-38.52,,-6.61,,,,,,,,,,0.0,2009-10-19 12:00:00,5136.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-36.7,,-6.3,,,,,,,,,,0.0,2009-10-19 12:00:00,0 days 00:00:00.000000000,2009-10-19 12:00:00,-37.61,-6.455,1811.3501999999673,162.89020000000014,178.5366000000001,2010.0,2010.0,14.808199999998806,-58.30171606864269,-8.52489859594383
394,5361.0,,,11/7/09,12:00,Angelo Reserve,Angelo Meadow,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-30.57,,-5.18,,,,,,,,,,0.0,2009-11-07 12:00:00,5137.0,,,12:00,Angelo Reserve,Conger Road,Water,Rain,,,,,,,,,,,,,,,Jasper Oshun,,,,,,-32.2,,-5.6,,,,,,,,,,0.0,2009-11-07 12:00:00,0 days 00:00:00.000000000,2009-11-07 12:00:00,-31.385,-5.39,1840.1283999999646,191.6684000000003,207.3148000000003,2010.0,2010.0,28.77819999999724,-54.57534274193565,-8.090900537634425
